Tweet,Sentiment
b' showering... /neg',0
b' *head in hands* /neg   -',0
b' @docsio Tests were Neg. Not sure what will happen when we land. It all changed again in week.',1
b' / thinking about c!phil. slash neg.',1
"b' also sorry for all the c!phil neg posts currently. i dont actually hate him, just everything he says ignites a pri\ https://t.co/wIZgYQ7eAY'",0
b' twitter /neg https://t.co/BHFAjpepO9',0
b' @nodramalama6 @Milena52769243 @Tedsmomma He SO needs to Instruct a lawyer who deals in medical negligence (if same\ https://t.co/2U7EphwYqJ',1
b' red flag /neg /srs',0
"b' // c!phil neg /dsmp  you need to move past material items, you need to free yourself why does c!phil sound like h\ https://t.co/HWQXQmziLq'",0
b' It would be very like me to be the coach who Detroit gets their first win against https://t.co/nLstixVQL6',1
b' RT @ThomasMichals17: MY PROCESS TO ACHIEVE: IN EVERY AND ALL WAYS AS WELL TO : RELATIVITY INN-TTAOL BELIEVE IT OR NOT AND CANNOT BE RE-PLIC\',1
b' MY PROCESS TO ACHIEVE: IN EVERY AND ALL WAYS AS WELL TO : RELATIVITY INN-TTAOL BELIEVE IT OR NOT AND CANNOT BE RE-P\ https://t.co/S7tdDu6gm1',1
"b""@BepannaahNo1Fan Ignore such fools, they're here just to spread neg against Harshu""",0
b' @toti_mike Neg? I figured.',1
b' @Boooo951915891 /pos and /neg are tone indicators!  /pos means positive connotation /neg means negative connotation\ https://t.co/BKPkYtBeKa',1
b' @willcpowell @TE_ClinNeg Chris Moran who gave a deliberate false opinion in my clin neg claim in 1999 then went on\ https://t.co/Lcq0nlD49e',1
"b' // c!phil neg /dsmp  one moment c!phils lecturing c!tommy about how he hesitated between the disc and tubbo, the n\ https://t.co/xIvj0MZi2O'",0
b' I hate Christmas lmao /neg',0
b' homework /neg',0
b' RT @BackStaberMe: @sivaangi_k Sivu u r the best person Ive ever seen  Ill say everyone that i stan the precious human such a lovely girl\',1
b' RT @dr3amofagame: friendly reminder to tag c!sam neg !!',0
b' RT @kreideology: @ittorousan hey i pqrted! it was /neg :)',0
"b' @fandomsupporte1 @_ThatOneSystem_ @SapnapLIVE no need to use a beg tag tho, that is just promoting the spread of ac\ https://t.co/9rU8RLwXLc'",0
"b' RT @lovejoybugs: / c!phil neg , c!tommy death  sorry but c!phil giving heartfelt advice to c!tommy after he didnt care about him being e\'",1
b' @shigarakis_scar is this /pos or /neg',1
b' /fish_xinnn neg   please ignore my last tweet i regret what i said i have made a severe and continuous lapse of my\ https://t.co/tALFytqZ1e',1
"b' RT @thepan_in_panic: ""When were you going to tell me?""  a c!drunz / stagedduo  fic (can be seen as /r or /p) { /dsmp /rp ; canon-divergent\'",1
"b""Fun fact! Steam is actively against NFTs so Poppy's Playtime will be taken down if people report it/neg review enou\ https://t.co/ClP5M5smhj""",1
b' RT @ladyb33zar: 10 Covid cases found on Cruise Ship WHERE EVERYONE TESTED PCT NEG before boarding. What is the weakest link here? PCR Tests\',0
"b""I mean wtf is this I got possessed and don't know if it /pos or /neg  https://t.co/6U6n1DlLVd https://t.co/oJ2HQDOFSs""",1
"b' jwcc neg , brookenji  Waiting for brookenji to be one-sided or someone in the camp fam to oppose it feels like this\ https://t.co/tVLYQ0hWPd'",1
"b' @muksell I do not disagree, but add government bonds to this equation. And consider return requirements of pension\ https://t.co/kHGgtR11ml'",1
"b' canadians (except empress , maily nev) /neg'",0
b' @i6xjun Oh goodness... /neg',1
b' 10 Covid cases found on Cruise Ship WHERE EVERYONE TESTED PCT NEG before boarding. What is the weakest link here? P\ https://t.co/vtKAi3IQCz',0
b' RT @sparkstrom_: my expressions generator kept giving tubbo /neg ones for practice   #tubbofanart #dsmpfanart https://t.co/y1Nc3ghp9a',1
"b""I'm not saying c!Phil is perfect I'm saying that y'all are going far with c!phil neg even tho we should be going wi\ https://t.co/uBiZOBfZs3""",1
"b""do people forget that others are humans and make mistakes and don't think about things because jesus fucking christ /neg""",1
"b' RT @Stephynb: Subtlety of it is insipid. Offer mostly neg for Biden, ignore or offer little coverage of accomplishments while amplifying tr\'",1
"b""// manipulation ment , dream neg ment  i hate ranboos chat so much y'all suck. any mention of manipulation is alway\ https://t.co/mpr5r4lKmV""",0
b' blocking this one bot that wouldnt stop rting my acnh screenshots its actually getting rly annoying for me /neg',0
b' i cant wake up and instantly tweet cPhil neg..  surely its against the rules..',1
b' @Heddwen average age of 43 years. Bulgaria is in a state of demographic crisis. It has had neg. population growth s\ https://t.co/0LN7XjEnwo',0
b' big accounts kinda crazy /neg',0
"b' @EverGrowSam @SamTwits Hi mate, keep doing what youre doing, you are making history and continue to. Im the kinda\ https://t.co/z6ofFHBR3T'",1
b' @vipazchats That time george neg trended and gnf stans tried to trend other cc neg to save their fave',0
"b""You make me wanna strangle you you're genuinely so infuriating /neg""",0
"b' @Kit_Yates_Maths Not sure that anyone, even my very responsible and asymptomatic-testing university is following th\ https://t.co/6mmAqkckBw'",1
b' - ; actually can i. rant to someone........... i am just. ughgguisedfkhnkdfhkdghf /neg',0
b' jwcc neg  Dinotwt on December 3rd: our expectations were low but HOLY SHIT',0
b' // c!phil neg  Just learned the history of how c!ranboo got the rapple and it makes me wanna punch c!phil even more\ https://t.co/hEce8RvDRF',0
b' @saxious_07 @cha_neg These arguments are stupid. They only prove one thing about people: they really do believe tha\ https://t.co/oWjy0nzogu',1
b' @rocketduovlogs it is about c!tommy but its not neg',1
"b' @nursekelsey Still doing take out food, masked for anything indoors but otherwise living our lives.All fam and most\ https://t.co/2vK4qJkfMx'",1
"b' @ECOWARRIORSS Double negative true, like it is too late here in this time [simply within intermediary process] down\ https://t.co/93tLsVnFyW'",1
b' @jocharles79 @DariaKellander @alrightage The virus is airborne unless every room is neg air the virus is all over the hospitals anyway.',1
"b""The ppl who support c!phil neg are angry cause he isn't babying tommy like the others holy shit mans is giving out\ https://t.co/TSCqDDuMiE""",1
b' @abcnews ask Leigh Sales to protect him when he rponds to medical neg failure or the broken down players will suicide',0
"b""@WhaleShark_Pro GM. Thanks for asking. Everyone has a story and I've been thinking about my journey. We live in suc\ https://t.co/cOWnMDJjZb""",1
"b' @AnthonySpann11 @WandaBrady20 @Panthers @frankluvu7 Bye week or not, the qualifications for going on the list are t\ https://t.co/t9Q6aQ1Hfc'",1
b' gonna cry /neg',0
b' @DrLeanaWen Leveling up: lets require a neg rapid antigen test the day of departure. Youre welcome.',1
b' I feel like whenever people criticize people who constantly tweet out CC neg the people who do it are just like no\ https://t.co/3tmZGciept',1
"b' Apparently I talk about myself too much , this is like my third time being told this lol /neg'",1
b' i am being forced to go to church today /neg/neg my ears hurt so bad in that place and everyones gonna be staring a\ https://t.co/oAA0pAmdhf',0
"b""this is not /neg i'm just genuinely wondering why they need a duo name when they interact once every 3 months  https://t.co/EJ9t4OC99d""",1
b' @JimmmyEricson If you havent had the vax u can show neg covid test or covid immunity instead',1
b' @Phillip80498916 @MS_Neg Lol nah...when I first seen your comment I had to look twice...like which one of my cousin\ https://t.co/MAP8QRycey',1
"b' Anyway yeah guys, super motivated today and tomoz is my two appointments, one for a referral and one to get a co///\ https://t.co/aMB7qJFbZa'",1
"b""Gender is about how you feel on the inside, and because I don't look stereotypically androgynous doesn't mean you c\ https://t.co/AZMf9YYVUe""",1
b' me when they kept my bf overnight at the hospital and took his phone so i cant talk to him and i dont know whats wrong with him  /neg',0
b' OH FUCK /neg https://t.co/xjd5tkmk6y',0
"b""RT @odinson_Rules: Start the tag for this neg trend on @Naresh__Prince    Said he would meet today  and didn't   Here's the tag  #Scan\""",0
"b""Start the tag for this neg trend on @Naresh__Prince    Said he would meet today  and didn't   Here's the tag \ https://t.co/nCo13NZyRO""",0
b' Getting a fucking nervous breakdown because of fucking uni deadlines and Dutch Sinterklaas traditions (surprises /n\ https://t.co/DPieZXpOiQ',0
b' i love working w older coworkers bc ive learnt so much abt the place i work (in a /neg way) ITS SO FUNNY',1
"b""Who's super excited about today's game? Siapa yang super excited buat game nanti? . .  GUE!!!! """,1
"b' the ppl on my tl allowing themselves to literally talk on what chn said rn abt the percentage n spotlight n stuff,\ https://t.co/KgDd0aRGT3'",1
"b' @MS_Neg @NAACP @DerrickNAACP Are yall sure? What is your receipts?January 6, 2021 Capitol Domestic Terrorism?'",0
b' twitter stop recommending any sbi members neg challenge (impossible) ',1
"b' RT @vepkhiaa: Not /neg to this person but theres a lot of misinformation in this thread. Firstly, I think its grossly invalidating to any\'",0
"b' @pcnyqils What the fuck is this. /neg This is fucked up, even as a genuine question or just anything.'",0
"b' Soon, United uber alles! #MUFC'",1
"b' // c!phil neg, c!techno neg, exile mention  i keep thinking about how both of c!emeraldduo both brought up ""well di\ https://t.co/Mo2Eg61pko'",0
b' //you ever get overwhelmed by the smallest thing /neg',0
"b' RT @coloradoparker: Got an email from my kids school today. No mention of covid, but said parents need to keep kids home with any and all\'",1
"b' Subtlety of it is insipid. Offer mostly neg for Biden, ignore or offer little coverage of accomplishments while amp\ https://t.co/KOAclzJqDa'",1
b' @physie_ no hate but that socmed gives me literal slash neg chills I had to.....',1
b' people are making limbless hajime jokes about robot arm nagito /neg',0
b' People that eat sweet popcorn /neg',0
b' @nigel_nigbob Well as it stands shes still coming. As long as the PCR Test is neg and nothing changes regarding re\ https://t.co/fwXjQIOIzT',1
b' Lets do a chain :)  wallpaper last listened song 7th Gallery Pic (my neg covid test lol) 7 moots (anyone who w\ https://t.co/UScO5Ytr0b' ,1
b' @mtmalinen You could with a neg. test result. Like I had to show my papers for a dinner party at a restaurant (th\ https://t.co/pyQPH7i3bq',1
b' the girlies on tiktok are also obsessed with viktor ITS SO BAD i should have known they would get attached to him\ https://t.co/8TTyb7jJ6S',0
"b""@D_TheDarkArtist @DavidAb10822584 @BuenoForMiami It's truly sad to see. He claimed no one is being forced hahahah.\ https://t.co/oM2Pr2uKVF""",0
b' RT @P0LYB1US_: @R4nmail_Updates i can tell the neg qrts and comments are new whos gonna tell them sap and tommy were one of the first duos\',1
"b""@vmgiflms that's why it was neg""",1
b' @dj_komal Nice. Me too. Thought We had Covid. Test neg. Just the flu. Better today. Give your Momma a hug from me',1
"b' @BenmorInfp The UKG are bringing forward dreadful laws on migration, refugees, amnesty, press, whilst wasting publi\ https://t.co/qRCCSTMx8u'",0
b' @dwoxco teen romance /j /neg',1
b' RT @TedBear23573414: Buys $AMC  Follows #AMC chatter on twitter Buys $AMC Watches neg predictions fail Buys $AMC Notices exploding financia\',0
b' UGHHHHHH SCHOOL NEG',0
b' SHU IS MY FAV /neg',1
b' @frostipineappIs twitter wordcount slash neg https://t.co/JlDJtLxcVo',0
b' repost them in a few days since none of u r giving my media attention huffs /neg',1
b' Snow/neg https://t.co/7AtkjLbu6M',0
b' RT @PayaWoof: /dsmp /c!Tommy neg  Im going into my c!Dream arc',0
"b' RT @ByzGeneral: We finally had our wipe.   In fact, global OI got cleansed pretty good. Funding and december futs basis now negative. Chanc\'",1
b' @artsyady dni /neg /threat',0
b' RT @ghostlyinnit: // c!phil neg   FUCK YOU OLD MAN https://t.co/bnzehaVWzr',0
"b""RT @Means_To_An_End: idk what the lore situation is, i was out yesterday but i'm just sorry for anyone tweeting c!phil neg, must be tough b\""",1
b' @gontsa Thank you',1
"b' @mego96 @yeahsleepi tommy lore stream, where c!phil tried to explain how the discs are not that important compared\ https://t.co/vfXeT42f8m'",1
"b' the fact i havent seen any c!phil neg on my tl, only people defending him, is genuinely incredible i love it here'",1
b' // mild c!ranboo neg ???   good on him tbh https://t.co/tYG1tpPJSm',1
b' ctommy neg makes my blood boil ??????????',1
b' @cha_neg @jlbeeh Fever dreams man. They can really mess up the perspective of a character.',1
b' @PlXYS_ white ppl neg',0
"b' //ptsd  just saw a ptsd trigger for me in a bot, not following that anymore /neg'",0
"b' @Sethrogen see...if u leave a neg. response ur a raycyst. wow, genius level sethanie. anyway, in spite of that next\ https://t.co/KzmBOelyfG'",1
b' cassually gets sexually harrased on ponytown  /neg',0
b' RT @hutameow: post 4 fictional characters that mean the world to you and tag others to do the same   ANYONE IG CAN PARTICIPATE IF THEY WANT\',1
"b""@robrothbart @wbmosler That's makes no sense. What's better for a borrower. A loan at 1% or a loan at 2%? Who on ag\ https://t.co/SGN2ZHNOqD""",1
"b""RT @Shinchan000005: @anupriya_a_m Sathiyama mudila pa. I'm a feminist myself dats why I can smell all those pseudo-feministic tweets. Indha\""",1
b' @sivaangi_k Sivu u r the best person Ive ever seen  Ill say everyone that i stan the precious human such a lovel\ https://t.co/BThSvi1sCf',1
"b' @sherrismoothie i""m growing up /neg'",0
b' bro  WHAT DID i wake up to. /nbh /neg',0
"b""@anupriya_a_m Sathiyama mudila pa. I'm a feminist myself dats why I can smell all those pseudo-feministic tweets. I\ https://t.co/c92iGW5HLa""",1
"b""@jlbeeh @saxious_07 I figure they'd be looking to have words with whatever schmuck told people Forah was destined for stuff. """,1
b' RT @endertubs: // c!phil neg  c!phil does not understand the concept of trauma and paranoia and c!tommy needs to be around someone who genu\',0
b' but also /neg bc she does',1
b' the cars gone because the rest of my family has gone out so im scared /neg',0
b' youtube minecraft stans are something else /neg',0
b' people who are negative to everything even if it makes another person happy /neg',0
"b' RT @AltVioarry: // C!sam neg /dsmp rp  Like after all the gaslight shit c!Sam pulled out today  No wonder if he did the same to c!dream, co\'",0
b' warnings!!! this fic will contain fluff angst main character death  sorry.   + replies are turned off to make\ https://t.co/XHDG6m0pwE',1
"b""having sex when you're not at your ugw is so /neg""",0
b' @gnfchi if i was awake i wouldve timezones /neg',1
b' @growtopiagame so many ppl in the comment section are so selfish! gt was able to make the server pretty stable for\ https://t.co/367rOk7DWb' ,0
b' @plushiiegore He reminds me of my dad /neg.',0
"b""@lipring i'm 100% it's ot9 stans /neg""",1
b' @hearts4joy i hope cphill falls downstairs and cant get up  / neg',0
b' @hrtsdnf well let me explain first step is you have to get rid of the bracket before doing anything else in every m\ https://t.co/oKACqDWm8A',1
b' @drmqiu @discfinale Dont make me tweet philza neg at you theo',0
b' @discfinale @drmqiu Can you guys pleas e tag wilbur neg',1
b' just gained a electron /neg',0
b' Upon arrival in the UK you have to take a PCR test before the end of Day 2 (arrival is day 0).  This has to be book\ https://t.co/AN8vdN8bT4',1
b' @photomi7ch Yeah. Cant disagree with that   Probably would need to bump it up to around 50 sec or so to get that\ https://t.co/B9EqSh5Oc5',1
b' its so funny that everytime i tweet tommyinnit neg i lose like 20 followers',1
b' the more neg posts i see about c!phil the more i fall in love with his character',1
b' @spencerrwritess NEVER YOUVE HURT ME ONE TO MANY TIMES SO YOU DESERVE THIS /neg',1
b' this is me genuinely asking but how is pointing out something that a character did and connecting that to another t\ https://t.co/K9dWWc8Ieh',1
b' important!  neg /  a very icky account followed me and is following some of my mutuals. please be sure to go throug\ https://t.co/tEgDFXnCXk',0
"b' @SouthdownsAston It was a scenario, so you could have answered   However, I think your statement in 2) tells me yo\ https://t.co/nf0hoYMRRn'",1
b' RT @DeluxeDingus: @cupTWOst Crumb cat /pos           Crumb cat /neg https://t.co/A9ecb7YAzP',0
b' RT @YASMINAMOODS: they developed THIS just for us to get robbed with that weirdass ship?? i cant do this anymore bro /neg https://t.co/lTdH\',0
b' RT @pnknbed: im self isolating (no symptoms &amp; neg lat test though) so i got deliveroo coz my hm ate all the apples n i was out of baccy bu\',0
"b' one of the pqrts r mine and not neg, just had to vent a little. just clarifying  anyway I wanna give the benefit of\ https://t.co/itLKpXslDC'",1
"b' @connollyrp The big one for ext banks here is ROE &amp; ROCE, both still neg impacted by RWA &amp; will be for years due to\ https://t.co/76onbqXdMH'",0
b' just listened to edamame in the car (radio) again i am SICK /neg',0
b' /gen backwards is /neg',0
"b""RT @AltVioarry: Not c!Bad neg // dsmp rp But from c!Dream's POV, it's so hard to process.  Imagine your life is fucked up, torturing, starv\""",1
"b' hey enough lore discourse,, can we talk about how the second Tommy heard dream /neg he broke out of character to de\ https://t.co/RRjAyKayvQ'",1
b' @photomi7ch I may revisit this one to bring the sky down. The sky has very little detail even on the neg.',1
"b""Not few ppl representing the whole fandom ....it's us who highlighted only negative things n tag the whole fandom w\ https://t.co/LNarFL4tNJ""",1
b' @MacleodFinance The infrastructure and supply chain capacity cant handle the trade that all the fiscal stimulus cur\ https://t.co/O51foGtZZn',0
b' @magsloveslife 1) i cant answer honestly as im not a perfectly healthy 2) i believe we should have passports and ne\ https://t.co/B9cg7Eb2KS',0
b' RT @PAW_digital: You heard it here first! First exchange listing soon   $PAW #PAW #DigitalCurrency #PAWniverse',1
b' anaywasy im seeing the rest later because caffiene is gerting to me i have class and c!philza /neg',0
b' @feefusbingus i thought u said u hated the lineart n i was abt to eat u /neg',1
b' @VicAusMidwife I was symptomatic.  Got tested on day 1.  Called in sick for day 2.  Presented attendance certificat\ https://t.co/U4EjVqN7cb' ,1
"b""Update: everything hurts /neg  So I'm most likely gonna just go back to sleep.  It's been a weird few days and I do\ https://t.co/79zGojWnjM""",0
b' oh my god my other brother and his girlfriend are coming too /neg',0
"b' @MutliRaceMan Interesting. Im on the mend, all had sore throats, cold etc. Many LF tests all neg. just hate losing my wkend '",0
b' tw // dysphoria   help my dad and my sister wanted me to buy sports bras and I was standing in like for the dressin\ https://t.co/IbexF7NS2Q',1
b' RT @47batz: u tweeted cTommy neg and now u want me to rt ur missing sister?   #tommyinnitedit #tommyinnitfanart https://t.co/6kRvPczlVZ',0
b' @daintybruise Thank you!!  Waiting for my pcr result now since the other ones came back neg.',1
b' man i got to 199 again  /neg',0
"b' @SteffiRebel Literally just commented ""c!Sam my beloved "" on a post that basically was ""c!Sam/neg""'",1
"b""RT @emkay_boo: I want c!Tubbo to nuke c!Sam,   that's it, that's the tweet  // dsmp rp , c!sam neg""",0
b' @s4pnaplvr Sundays /neg',0
"b""@Kit_Yates_Maths Yes my daughter (9) had cases in her class on Monday, Tuesday she had negative pcr, we'd, thu nega\ https://t.co/UaPtGemicB""",1
"b' RT @mooshbur: // c!wilbur death, c!phil neg  tubbos your friend and you hesitated! YOU MURDERED YOUR SON????'",0
"b""Not c!Bad neg // dsmp rp But from c!Dream's POV, it's so hard to process.  Imagine your life is fucked up, torturin\ https://t.co/C7AEV8T7Zs""",1
"b""@elleco2515 @LNR96454425 @spikedonline @angelalevin1 I'm not sure where u r in the world and that may well be the c\ https://t.co/SahHOSmtR5""",1
b' @bananakid1234 @SapnapLIVE exactly what are you saying im on about? idk if u read my comment but im on abt the ppl\ https://t.co/G41ruNqUiw',1
b' @neg_onemore @LeeHernly @PolitiFact @WinsomeSears did you *do your own research* ? #AskingForAFriend https://t.co/PTXDIfcB5u',0
b' my irl found my twitch and twt  /NEG',0
b' that moment when someone youve been friends with for 10 years tells you they dont want to be your friend anymore\ https://t.co/xDBKnfIaDq',0
"b' Be aware , neg feed back, Ill health etc is pruned straight out.  In boriss regime we must die nicely and quietly\ https://t.co/qq2cNObk7N'",0
b' napapjiri /neg btw yesterday my napapjiri did a dnf shit...it fucking melted because I stood in front of a heater..',0
"b' //dsmp rp C!sam neg, c!Quackity neg  -The torture is confirmed ""visible"" (he looks worse and worse)  -The torture d\ https://t.co/lOPMaayctj'",0
b' neg qrts tell me you have never seen the old lores without telling me you have never seen old lores\ https://t.co/TAaFHe7QuT',0
b' @ElenaAdaal @tconnellyRTE @chrisgreybrexit @rtenews We both agree we want the TCA ended and I would never have sign\ https://t.co/u7e9b7quLF',1
b' @elliottheduck i hate cooking  (the textures were funky /neg) but i love you all too much to care about it &lt;33',1
"b' RT @emmadoestwt: all of these are pqrts yall need to learn to take a joke lmao. tbh i dont mind getting pqrts but assuming theyre neg, i\'",1
"b' @stopdeboosting @Amy_Siskind There are general measures taken, also it is not a Lockdown of the unvaccinated, rathe\ https://t.co/CEtnVrjSa2'",1
b' @interpooool1 @TysonThe2nd Understand that your beliefs has no impact on the universe....',1
b' @MRocketscience @CR7ypto @TysonThe2nd Exactly what I also saw...',1
b' @Smooch10046744 But from the footage ....the man who is said to be dangerous was the one going his way and the Jewi\ https://t.co/RGvztFBwDk',1
b' RT @flypaw: c!Dream you are soooooo. /pos /neg',1
b' c!Dream you are soooooo. /pos /neg',1
"b""please tag THIS. TAG NOMIN. TAG IT. I HAVE TRAUMA WITH THAT SHIP. tag it with ''takumi don't look''. I HAVE IT IN M\ https://t.co/Gd9oOT7mjN""",0
b' my boobs look bigger than usual today /neg',0
b' all of these are pqrts yall need to learn to take a joke lmao. tbh i dont mind getting pqrts but assuming theyre\ https://t.co/B3rUdN3LBG',1
b' i didnt make a neg lexy tweet before this what are you talking abouttttt',1
b' @miamalan @MRCza Hi @miamalan @Tuliodna there is a #CapeTownflu theory going around that many who feel sick testing\ https://t.co/bWOKP5YZ6t',1
b' @bottomkaeya understandable bc ive never seen a male wear stuff like that. are u scared of it looking feminine?  u\ https://t.co/JRHlP6nYf6',1
b' everything /sys is such a mess rn i wanna cry . /neg -??',0
b' RT @hallowites: everyone blaming cSam for cDream escaping and not the syndicate is reminding me a lot of when (AND STILL) people would say\',1
b' @KarlsLostMemory /Neg because I want to eat now',0
b' man what the fuck are u doing DREAM DONT CARE ABOUT RANBOO U KILL PERSON WITHOUT  A N Y REASON WITH STEALING HIS FUCKING CHILD /NEG',0
b' things are going really really horribly rn can you guys please send the circled comforts? /genq /neg https://t.co/fGYl0967xv',1
b' RT @sweaterluvr69: if you ever get pqrted its me and its /neg',0
b' Fuck covid cause what the hell? Now kep1er can perform at the MAMAs?? The whole members tested neg why cant they go??',0
b' @N3AC3 / c!Phil neg You gotta learn to feel safe and happy but also you should destroy the things that make you fe\ https://t.co/PTsSmHLTau',1
"b' RT @Welltakenfree: 2/2 Ask yourself, if this was really about limiting transmission why would it not be neg RAT tests all round? Now you kn\'",0
"b""@JustinMcElroy I think that any neg commenters could've just waited for this to naturally resolve as a result of yo\ https://t.co/A5CmOu192L""",1
b' so overwhelmbed and sttressed and tired and on the verge of a panic attack while fucking splitting fml ?:/!! /neg',0
b' I feel like him hesitating a little wasnt that bad.  / c!Phil neg Phil started with dont put items above people\ https://t.co/bQluJWv1Eb' ,1
b' deep down i hate you. /neg',0
"b' @queenkarenclyne Thanks, done a PCR...but lots of neg results on people with the same. Ugh!'",1
"b""indonesian education sucks. they don't give us break on this december (AND THEY MOVED IT INTO JANUARY???? FUCK) /neg https://t.co/Kfo72G0x5h""",0
b' / c!sam neg This is an official csam hate acc',0
b' @RegGenomics I have heard this a few times. Over a week of positive latflow and neg PCR. Cross reacting antigen on\ https://t.co/85b4Zxlf4G',1
b' // c!sam neg Michael hurt  WHAT. NO. WTF. CSAM I DISLIKE YOU https://t.co/PkiAIX45Pb' ,0
b' cannot think rn . Feeling Very . /Neg',0
b' @MLKeegan @Lolo_Monareng @Abramjee @Kamogelo_Mabuse Like we can catch COVID-19 from people who go vaccinated neg',1
b' yasss . /s /neg https://t.co/5UO01d0nta',1
b' RT @QueenIU13: Sexual tension  #SlaTrkolu #HalilbrahimCeyhan https://t.co/ftg6mvY6LA',1
b' RT @cryptopumphouse: Most Positive Sentiment   Coin: Cardano - $ADA Total Tweets: 110 Pos: 81.82% (90)Neg: 6.36% (7) Neu: 11.82% (13)\',1
b' oh btw if ure reading this in priv lmk if its /pos or /neg  idc if its either Tbh this whole au is supposed\ https://t.co/rqHc2fDrti',1
"b' @HatterDrunken @cha_neg I will question the player for where the idea came from, but yeah... youre right. Cant st\ https://t.co/DRvTcukySC'",1
"b' small togami /pos, large togami /neg'",1
b' Most Positive Sentiment   Coin: Cardano - $ADA Total Tweets: 110 Pos: 81.82% (90)Neg: 6.36% (7) Neu: 11.82% (1\ https://t.co/RJZqG0lVB5',1
b' stares  at  lewds  with . my  rolls  in  it /neg',0
"b""RT @Santaa_t:  8  DAYS LEFT UNTIL KRAL'S BIRTHDAY  https://t.co/0NYNMomAiK""",1
b' RT @HumanAlexas: @chiprogers @washingtonpost 1. the data shows this decision was a mistake 2. the x sound has been debunked 3. #Amazon buyi\',1
b' infeel so dysphoric /neg',0
b' @Supermansings @nursekelsey went to a party w/ hospital friends I worked w/ for years. they all at least have 2 vax\ https://t.co/faXLRQ3Kxw',1
b' FNKDDJSOSNKSSNS im going to scream /neg',0
"b""@spindlypete This is so upsetting that I'm going to tell myself that he just got really confused about who he's sup\ https://t.co/qBSyrLU1OO""",0
"b""#chucky #chuckyseries  WHY DID YOU DO THAT DON WTF I'M FUCKING CRYING SO HARD THIS IS HORRIBLE  /neg""",0
b' Moots I may just go mad bonkers and start going crazy on priv (not /neg) so you should follow me (warning I do talk\ https://t.co/654tb0tly4',0
b' how come whenever i need comforts or actually need help w something the mechanism that picks what goes on peoples t\ https://t.co/vg0M47yoF9',1
b' @ionfishes your response /neg',0
"b' @GANyborg The interesting question is, why where those in question in South Africa and, perhaps as secondary questi\ https://t.co/g1KkWXByqY'",1
"b' 2/2 Ask yourself, if this was really about limiting transmission why would it not be neg RAT tests all round? Now y\ https://t.co/DrwnqaVRwj'",1
"b' @Mateo3032 Locked up for suspected covid 3 neg test kept for full 14days.feels very authoritarian, full video link\ https://t.co/luJBp8xjtI'",0
b' Something about yon neg tet kale ',0
b' everyone blaming cSam for cDream escaping and not the syndicate is reminding me a lot of when (AND STILL) people wo\ https://t.co/xX0ukXQQRo',1
b' @spencerrwritess Better not be pushing yourself &gt;:( /neg',1
b' /dsmp /c!Tommy neg  Im going into my c!Dream arc https://t.co/nFCMAw3x1z',0
b' @davfrank280 Shhhh I was thinking that too Im using only positive words the rest of my life and rebuking all neg energy 4eva',1
"b""Dream exposed, a thread of his problematic past! Dream neg I guess but if you're a stan, just look at this.""",0
b' Almost p!ssed myself cause I thought some fluff was a spider /neg',0
"b' RT @dracoria_azucar: // C!Phil neg , C!Fundy hurt , rp  Thinking abt the fucking audacity of C!Phil telling C!Fundy he has a long way to go\'",0
"b""RT @kaijusalad: uprising newt /neg   (alternatively titled 'i cant fix him and i definitely cant make him worse but i Can, however, turn hi\""",0
b' / c!Phil neg Ik that he didnt know it was the rapple. Ik that he doesnt understand that just because he doesnt t\ https://t.co/rZCDqYmJYl',0
b' @Byrzhyk @Sweet_Night_twt @stressed_mp3 IT REEKS OF BLOOD /NEG ',0
b' @astrantlers / c!Phil neg He can afford to let his things go because theyre not a symbol of power over a helpless\ https://t.co/XMpO0wxOMd',0
b' my mom said my christmas list is stupid because i made stuff specific and ruin the surprise  i did that so tha\ https://t.co/DEgGBiu5Dv',0
b' RT @_Riverza_: Self care is blocking all the Phil neg   My caw caw did nothing wrong',1
"b' @PoliticsForAlI Hilarious. Mate and wife got stuck in France with kids for few hours due to mix up, had to pay for\ https://t.co/bRQiTB7I9F'",0
b' @spencerrwritess spencer /neg',0
"b""@sleepbeebois He just exists to me I dont feel strongly pos or neg about him he's just a guy""",1
b' white people /neg',0
b' current mood rn /neg https://t.co/Y5ljq9rK2v',0
"b""they're homophobic, tweet untagged cc neg, support problematic ccs""",0
b' @niallsthighs_ @ihugschlatt you are genuinely so weird /neg',1
"b' @astrantlers / c!Phil neg , c!Ranboo death  Imagine going hand me something you care about, kid hands you his nec\ https://t.co/DSlynRA7Qb' ",0
"b""@ihrtnourry but like it wasn't a neg comparison though?? like why are you upset? /gen""",1
"b' RT @AlexInAir: Effective Tue, the requirements for intl travel to UK  1) Complete passenger locator form/prebook Day 2 test  2) Take p\'",1
"b' Match 1 manager pasca Sir Alex: .. Match 1 Moyes,away: menang Match 1 Giggs,home: menang Match 1 LVG,home: kalah\ https://t.co/1bcpfhuuQX'",1
"b' @iamnagarjuna @10 a neg blood?tour ki related,,,cauvery'",1
b' this guy reminds me of u and i dont like its a very much /neg for me HABSHSHSHSHS',0
b' If a pt tests pos+ for the MOG-Ab on a cell based assay with a typical clinical presentation of MOG-ON with rad evi\ https://t.co/3O4kKxkDBd',1
b' meeting new people /neg https://t.co/jo3OviRZt5',0
